biphenyl,benzene,"biphenyl is also an intermediate for the production of a host of other organic compounds such as emulsifiers, optical brighteners, crop protection products, and plastics.",the biphenyl molecule consists of two connected phenyl rings.,"biphenyl (or diphenyl or phenylbenzene or 1,1′-biphenyl or lemonene) is an organic compound that forms colorless crystals.",biphenyl is an aromatic hydrocarbon with a molecular formula (c6h5)2.,"biphenyl is insoluble in water, but soluble in typical organic solvents."
furfural,xylose,"when heated in the presence of acids, furfural irreversibly solidifies into a hard thermosetting resin.","furfural is a heterocyclic aldehyde, with the ring structure shown at right.","the name furfural comes from the latin word furfur, meaning bran, referring to its usual source.","in the laboratory, synthesis of furfural from corn cobs takes place by reflux with dilute sulfuric acid.","except for occasional use in perfume, furfural remained a relatively obscure chemical until 1922, when the quaker oats company began mass-producing it from oat hulls."
cumene,benzene,"cumene is the common name for isopropylbenzene, an organic compound that is based on an aromatic hydrocarbon with an aliphatic substitution.",cumene was anticipated to also be a human carcinogen and was added to the governmental organization's list of carcinogens in 2014.,"except for occasional use in perfume, furfural remained a relatively obscure chemical until 1922, when the quaker oats company began mass-producing it from oat hulls.","furfural is a heterocyclic aldehyde, with the ring structure shown at right.",a review by the us department of health and human services found that mice exposed to cumene fumes developed tumors in their lungs and livers.
"3,4-dichloronitrobenzene","1,2-dichlorobenzene","cumene is the common name for isopropylbenzene, an organic compound that is based on an aromatic hydrocarbon with an aliphatic substitution.","except for occasional use in perfume, furfural remained a relatively obscure chemical until 1922, when the quaker oats company began mass-producing it from oat hulls.","furfural is a heterocyclic aldehyde, with the ring structure shown at right.",cumene was anticipated to also be a human carcinogen and was added to the governmental organization's list of carcinogens in 2014.,a review by the us department of health and human services found that mice exposed to cumene fumes developed tumors in their lungs and livers.
sodium cyanate,sodium carbonate,"except for occasional use in perfume, furfural remained a relatively obscure chemical until 1922, when the quaker oats company began mass-producing it from oat hulls.",cumene was anticipated to also be a human carcinogen and was added to the governmental organization's list of carcinogens in 2014.,sodium cyanate (naocn) is a white crystalline solid that adopts a body centered rhombohedral crystal lattice structure (trigonal crystal system) at room temperature.,a review by the us department of health and human services found that mice exposed to cumene fumes developed tumors in their lungs and livers.,this solid is then rinsed off with water leaving sodium cyanate that has a high purity.
octanal,1-octanol,octanal can also be referred to as caprylic aldehyde or aldehyde c-8.,cumene was anticipated to also be a human carcinogen and was added to the governmental organization's list of carcinogens in 2014.,"except for occasional use in perfume, furfural remained a relatively obscure chemical until 1922, when the quaker oats company began mass-producing it from oat hulls.",a review by the us department of health and human services found that mice exposed to cumene fumes developed tumors in their lungs and livers.,this solid is then rinsed off with water leaving sodium cyanate that has a high purity.
1-nonanol,1-octene,1-nonanol/ˈnoʊnənɒl/ is a straight chain fatty alcohol with nine carbon atoms and the molecular formula ch3(ch2)8oh.,"except for occasional use in perfume, furfural remained a relatively obscure chemical until 1922, when the quaker oats company began mass-producing it from oat hulls.",a review by the us department of health and human services found that mice exposed to cumene fumes developed tumors in their lungs and livers.,this solid is then rinsed off with water leaving sodium cyanate that has a high purity.,octanal can also be referred to as caprylic aldehyde or aldehyde c-8.
potassium hydride,potassium,octanal can also be referred to as caprylic aldehyde or aldehyde c-8.,"except for occasional use in perfume, furfural remained a relatively obscure chemical until 1922, when the quaker oats company began mass-producing it from oat hulls.",1-nonanol/ˈnoʊnənɒl/ is a straight chain fatty alcohol with nine carbon atoms and the molecular formula ch3(ch2)8oh.,a review by the us department of health and human services found that mice exposed to cumene fumes developed tumors in their lungs and livers.,this solid is then rinsed off with water leaving sodium cyanate that has a high purity.
bromobenzene,benzene,a review by the us department of health and human services found that mice exposed to cumene fumes developed tumors in their lungs and livers.,1-nonanol/ˈnoʊnənɒl/ is a straight chain fatty alcohol with nine carbon atoms and the molecular formula ch3(ch2)8oh.,"bromobenzene can be used to prepare the corresponding grignard reagent, phenylmagnesium bromide.",bromobenzene is used to introduce a phenyl group via palladium-catalyzed coupling reactions such as the suzuki reaction.,"except for occasional use in perfume, furfural remained a relatively obscure chemical until 1922, when the quaker oats company began mass-producing it from oat hulls."
dimethylaniline,aniline,"except for occasional use in perfume, furfural remained a relatively obscure chemical until 1922, when the quaker oats company began mass-producing it from oat hulls.",1-nonanol/ˈnoʊnənɒl/ is a straight chain fatty alcohol with nine carbon atoms and the molecular formula ch3(ch2)8oh.,a review by the us department of health and human services found that mice exposed to cumene fumes developed tumors in their lungs and livers.,"bromobenzene can be used to prepare the corresponding grignard reagent, phenylmagnesium bromide.","a study of the in vitro metabolism of n,n-dimethylaniline using guinea pig and rabbit preparations and glc techniques has confirmed n-demethylation and n-oxidation as metabolic pathways, and has also established ring hydroxylation as a metabolic route."
4-aminophenol,phenylhydroxlyamine,4-aminophenol (or para-aminophenol or p-aminophenol) is the organic compound with the formula h2nc6h4oh.,"except for occasional use in perfume, furfural remained a relatively obscure chemical until 1922, when the quaker oats company began mass-producing it from oat hulls.",a review by the us department of health and human services found that mice exposed to cumene fumes developed tumors in their lungs and livers.,"a study of the in vitro metabolism of n,n-dimethylaniline using guinea pig and rabbit preparations and glc techniques has confirmed n-demethylation and n-oxidation as metabolic pathways, and has also established ring hydroxylation as a metabolic route.","bromobenzene can be used to prepare the corresponding grignard reagent, phenylmagnesium bromide."
potassium sulfide,potassium sulfate,"most commonly, the term potassium sulfide refers loosely to this mixture, not the anhydrous solid.",4-aminophenol (or para-aminophenol or p-aminophenol) is the organic compound with the formula h2nc6h4oh.,"a study of the in vitro metabolism of n,n-dimethylaniline using guinea pig and rabbit preparations and glc techniques has confirmed n-demethylation and n-oxidation as metabolic pathways, and has also established ring hydroxylation as a metabolic route.","except for occasional use in perfume, furfural remained a relatively obscure chemical until 1922, when the quaker oats company began mass-producing it from oat hulls.",potassium sulfide is the inorganic compound with the formula k2s.
pyridine,acrolein," lewis acids easily add to the nitrogen atom of pyridine, forming pyridinium salts.","the thermal modification of pyridine starts above 490 °c, resulting in bipyridine (mainly 2,2′-bipyridine and to a lesser extent 2,3′-bipyridine and 2,4′-bipyridine), nitrogen oxides, and carbon monoxide.","for this purpose, pyridine derivatives can be eliminated with good leaving groups using strong bases such as sodium and potassium tert-butoxide.","pyridine crystallizes in an orthorhombic crystal system with space group pna21 and lattice parameters a = 1752 pm, b = 897 pm, c = 1135 pm, and 16 formula units per unit cell (measured at 153 k).","however, pyridine-3-sulfonic acid can be obtained at acceptable yield by boiling pyridine in an excess of sulfuric acid at 320 °c."
